=== FINAL SESSION METRICS ===
Timestamp: 2026-03-28 14:29:40
Session Duration: 09:59:53
Total Orders: 1560
Total Trades: 1329
Total Fees: 17.4679 USDT
Final Balance: 31.06 USDT
Overall Win Rate: 36.5%
Average TPM: 2.22

=== ACTIVE ASSET LIST ===
ETHUSDT: Trades: 1 | Win%: 0.0% | PnL: -0.07
733   25M  IPUSDT       LONG   0.5545     0.5593     0.5597     0.2710     0.0121     30     0.5554/0.5531          0.5626/0.5531          0.5626/0.5496          TSL       
769   5M   JDUSDT       LONG   28.5943    N/A        28.4972    -0.1028    0.0114     10     28.5800/28.5100        28.5800/28.5000        28.5800/28.5000        SL        
695   15M  DYDXUSDT     LONG   0.0954     0.0964     0.0962     0.2649     0.0121     50     0.0952/0.0950          0.0957/0.0949          0.0966/0.0949          TSL       
694   10M  DYDXUSDT     LONG   0.0954     0.0963     0.0961     0.2387     0.0121     20     0.0952/0.0951          0.0957/0.0950          0.0966/0.0949          TSL       
825   5M   CYSUSDT      SHORT  0.3310     N/A        0.3341     -0.2913    0.0122     10     0.3381/0.3301          0.3381/0.3301          0.3472/0.3244          SL        
516   10M  CYSUSDT      SHORT  0.3405     0.3355     0.3339     0.6046     0.0143     10     0.3428/0.3380          0.3450/0.3377          0.3450/0.3364          TSL       
541   15M  PAXGUSDT     LONG   4502.9503  N/A        4503.4059  -0.0036    0.0144     10     4505.3100/4500.4200    4505.3100/4500.4200    4505.3100/4500.4200    TSL       
793   5M   ANIMEUSDT    LONG   0.0046     0.0047     0.0047     0.1450     0.0114     10     0.0046/0.0046          0.0047/0.0046          0.0047/0.0046          TSL       
771   5M   ZENUSDT      LONG   5.1846     5.1960     5.2311     0.1546     0.0114     10     5.1990/5.1810          5.2580/5.1810          5.2580/5.1810          TSL       
780   5M   FOGOUSDT     LONG   0.0169     0.0171     0.0170     0.2145     0.0114     10     0.0169/0.0169          0.0171/0.0169          0.0171/0.0169          TSL       
378   5M   SUSDT        LONG   0.0417     0.0423     0.0421     0.5230     0.0155     10     0.0417/0.0415          0.0417/0.0415          0.0418/0.0415          TSL       
790   5M   ARUSDT       LONG   1.7089     1.7190     1.7205     0.1786     0.0114     10     1.7090/1.7060          1.7270/1.7060          1.7270/1.7060          TSL       
757   10M  IOTAUSDT     LONG   0.0556     0.0560     0.0559     0.1868     0.0116     10     0.0557/0.0556          0.0562/0.0556          0.0562/0.0556          TSL       
779   5M   VELOUSDT     LONG   0.0038     0.0038     0.0038     0.1790     0.0114     10     0.0038/0.0038          0.0038/0.0038          0.0038/0.0038          TSL       
693   15M  GRTUSDT      LONG   0.0239     0.0240     0.0241     0.2096     0.0121     10     0.0239/0.0238          0.0240/0.0238          0.0243/0.0238          TSL       
743   5M   XPLUSDT      LONG   0.0901     0.0906     0.0911     0.2369     0.0120     10     0.0900/0.0899          0.0902/0.0898          0.0917/0.0898          TSL       
750   5M   POLUSDT      LONG   0.0919     0.0921     0.0926     0.1428     0.0120     10     0.0919/0.0918          0.0921/0.0918          0.0929/0.0918          TSL       
701   15M  WLFIUSDT     LONG   0.0980     0.0987     0.0986     0.1812     0.0121     10     0.0981/0.0979          0.0982/0.0979          0.0993/0.0979          TSL       
749   15M  PEPEUSDT     LONG   0.0000     0.0000     0.0000     0.2156     0.0120     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
763   5M   KERNELUSDT   LONG   0.0782     0.0788     0.0786     0.1593     0.0116     10     0.0782/0.0781          0.0785/0.0781          0.0788/0.0781          TSL       
761   5M   IOUSDT       LONG   0.1063     0.1071     0.1075     0.2660     0.0117     20     0.1061/0.1060          0.1066/0.1060          0.1082/0.1060          TSL       
728   5M   KNCUSDT      LONG   0.1517     N/A        0.1518     0.0163     0.0121     10     0.1516/0.1513          0.1518/0.1513          0.1518/0.1512          TSL       
788   5M   GRTUSDT      LONG   0.0240     0.0241     0.0242     0.1587     0.0114     10     0.0240/0.0240          0.0243/0.0240          0.0243/0.0240          TSL       
746   5M   SHIBUSDT     LONG   0.0000     0.0000     0.0000     0.1918     0.0120     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
776   5M   ENAUSDT      LONG   0.0905     0.0911     0.0914     0.2207     0.0114     10     0.0906/0.0904          0.0919/0.0904          0.0919/0.0904          TSL       
791   5M   1INCHUSDT    LONG   0.0881     0.0885     0.0886     0.1322     0.0114     10     0.0880/0.0880          0.0889/0.0880          0.0889/0.0880          TSL       
546   5M   SPYUSDT      LONG   632.7862   633.3000   633.0569   0.0199     0.0152     10     632.4600/632.4600      632.5900/632.4500      632.6100/632.4500      TSL       
785   5M   ASTERUSDT    LONG   0.6631     0.6651     0.6653     0.0876     0.0114     20     0.6628/0.6625          0.6672/0.6625          0.6672/0.6625          TSL       
784   5M   PROVEUSDT    LONG   0.2527     0.2541     0.2536     0.1243     0.0114     10     0.2528/0.2524          0.2542/0.2524          0.2544/0.2524          TSL       
797   5M   AZTECUSDT    LONG   0.0187     0.0188     0.0189     0.1834     0.0114     10     0.0187/0.0187          0.0190/0.0187          0.0190/0.0187          TSL       
786   5M   GIGGLEUSDT   LONG   23.8219    23.9600    23.9353    0.1483     0.0114     10     23.7800/23.7600        24.0000/23.7400        24.0000/23.7400        TSL       
781   5M   ACTUSDT      LONG   0.0122     0.0123     0.0123     0.1679     0.0114     60     0.0122/0.0122          0.0123/0.0122          0.0123/0.0122          TSL       
704   5M   ZBTUSDT      SHORT  0.0697     N/A        0.0702     -0.2408    0.0121     10     0.0698/0.0696          0.0698/0.0696          0.0700/0.0696          SL        
646   5M   ALICEUSDT    SHORT  0.1062     N/A        0.1072     -0.2945    0.0127     10     0.1064/0.1058          0.1064/0.1058          0.1064/0.1056          SL        
705   20M  CYSUSDT      SHORT  0.3368     0.3311     0.3331     0.4162     0.0120     10     0.3378/0.3346          0.3381/0.3301          0.3603/0.3244          TSL       
672   10M  NMRUSDT      SHORT  6.6227     N/A        6.6637     -0.1947    0.0122     10     6.6420/6.6270          6.6430/6.6270          6.6890/6.6270          SL        
647   5M   BATUSDT      SHORT  0.0942     N/A        0.0947     -0.1941    0.0127     10     0.0943/0.0941          0.0943/0.0940          0.0943/0.0939          SL        
772   5M   AXSUSDT      SHORT  1.1584     N/A        1.1641     -0.1459    0.0114     10     1.1620/1.1550          1.1670/1.1550          1.1670/1.1540          SL        
726   20M  SQDUSDT      SHORT  0.0307     N/A        0.0308     -0.1525    0.0121     10     0.0307/0.0307          0.0311/0.0306          0.0311/0.0301          SL        
767   5M   POWERUSDT    SHORT  0.0791     N/A        0.0796     -0.1669    0.0117     10     0.0795/0.0792          0.0795/0.0789          0.0801/0.0789          SL        
574   10M  QNTUSDT      SHORT  70.8046    N/A        71.0971    -0.1442    0.0133     10     70.8500/70.8500        70.9600/70.8200        70.9600/70.8200        SL        
755   5M   TRXUSDT      SHORT  0.3147     N/A        0.3155     -0.0793    0.0116     10     0.3148/0.3145          0.3152/0.3145          0.3167/0.3145          SL        
770   15M  XAUUSDT      SHORT  4496.3152  N/A        4498.4498  -0.0303    0.0180     20     4499.7000/4497.2800    4499.7000/4497.2800    4499.7000/4497.2700    SL        
679   5M   NIGHTUSDT    LONG   0.0506     0.0510     0.0516     0.4368     0.0124     20     0.0506/0.0505          0.0507/0.0505          0.0514/0.0505          TSL       
764   10M  ESPORTSUSDT  LONG   0.3728     N/A        0.3661     -0.5260    0.0116     10     0.3746/0.3715          0.3746/0.3648          0.3746/0.3648          SL        
766   5M   4USDT        SHORT  0.0131     N/A        0.0133     -0.4018    0.0117     10     0.0132/0.0130          0.0132/0.0130          0.0134/0.0123          SL        
777   5M   DEXEUSDT     LONG   7.1616     N/A        7.1700     0.0279     0.0115     10     7.1920/7.1560          7.2000/7.1370          7.2000/7.0970          TSL       
649   15M  AEROUSDT     SHORT  0.3184     N/A        0.3202     -0.1856    0.0127     10     0.3188/0.3183          0.3197/0.3183          0.3243/0.3183          SL        
762   5M   BIOUSDT      LONG   0.0162     0.0163     0.0163     0.1200     0.0117     10     0.0162/0.0162          0.0163/0.0162          0.0165/0.0162          TSL       
648   10M  VELOUSDT     SHORT  0.0038     N/A        0.0038     -0.3207    0.0127     20     0.0038/0.0038          0.0038/0.0038          0.0038/0.0038          SL        
715   15M  NVDAUSDT     LONG   166.9734   N/A        166.7433   -0.0474    0.0120     10     166.9400/166.8500      167.0800/166.7600      167.2000/166.7600      SL        
526   10M  ZROUSDT      SHORT  2.0335     N/A        2.0437     -0.1808    0.0138     10     2.0396/2.0334          2.0396/2.0321          2.0412/2.0301          SL        
753   5M   COMPUSDT     LONG   18.5493    18.6000    18.5804    0.0632     0.0119     10     18.5300/18.5300        18.6000/18.5300        18.8100/18.5300        TSL       
760   5M   DENTUSDT     SHORT  0.0002     N/A        0.0002     -0.0834    0.0116     10     0.0002/0.0002          0.0002/0.0002          0.0002/0.0002          SL        
120   5M   IDOLUSDT     SHORT  0.0247     0.0245     0.0241     0.6790     0.0189     10     0.0247/0.0247          0.0248/0.0247          0.0248/0.0246          TSL       
752   5M   ROSEUSDT     LONG   0.0106     0.0106     0.0106     0.1238     0.0120     10     0.0106/0.0106          0.0106/0.0106          0.0108/0.0106          TSL       
609   15M  XOMUSDT      LONG   172.0860   N/A        171.7928   -0.0622    0.0131     10     172.1000/171.9000      172.1000/171.9000      172.1000/171.7100      SL        
581   5M   XOMUSDT      LONG   172.1660   N/A        171.8228   -0.0717    0.0131     20     171.9300/171.9100      171.9900/171.9000      172.1000/171.9000      SL        
201   5M   HYPERUSDT    SHORT  0.0818     0.0812     0.0813     0.2689     0.0171     10     0.0820/0.0819          0.0820/0.0819          0.0820/0.0816          TSL       
722   5M   SUSHIUSDT    SHORT  0.1898     N/A        0.1901     -0.0556    0.0120     10     0.1900/0.1900          0.1900/0.1900          0.1910/0.1900          SL        
765   10M  WLFIUSDT     SHORT  0.0979     N/A        0.0982     -0.1124    0.0116     10     0.0982/0.0979          0.0993/0.0979          0.0993/0.0979          SL        
775   5M   ZETAUSDT     SHORT  0.0500     N/A        0.0500     -0.0342    0.0114     10     0.0501/0.0500          0.0506/0.0500          0.0506/0.0500          SL        
645   5M   APEUSDT      SHORT  0.0857     N/A        0.0862     -0.2109    0.0127     10     0.0858/0.0856          0.0859/0.0856          0.0859/0.0856          SL        
747   5M   GALAUSDT     LONG   0.0029     0.0029     0.0029     0.1104     0.0120     10     0.0029/0.0029          0.0029/0.0029          0.0030/0.0029          TSL       
629   10M  TSLAUSDT     SHORT  360.8000   N/A        361.0461   -0.0286    0.0130     40     360.8200/360.7300      360.9400/360.7300      361.0100/360.7300      SL        
734   5M   ASTERUSDT    LONG   0.6617     0.6628     0.6624     0.0363     0.0122     10     0.6615/0.6613          0.6619/0.6613          0.6630/0.6613          TSL       
643   5M   ANIMEUSDT    SHORT  0.0046     0.0046     0.0046     0.0961     0.0127     10     0.0046/0.0046          0.0046/0.0046          0.0046/0.0046          TSL       
754   5M   ACTUSDT      SHORT  0.0122     N/A        0.0122     -0.1191    0.0116     10     0.0122/0.0122          0.0122/0.0122          0.0123/0.0122          SL        
736   5M   QNTUSDT      SHORT  70.8046    70.6300    70.6982    0.0578     0.0122     10     70.8500/70.8500        70.8500/70.6200        70.8700/70.6200        TSL       
598   5M   JDUSDT       SHORT  28.4758    N/A        28.5729    -0.1172    0.0130     10     28.5000/28.5000        28.5600/28.5000        28.5600/28.5000        SL        
732   10M  CETUSUSDT    SHORT  0.0256     0.0255     0.0255     0.1661     0.0121     10     0.0257/0.0256          0.0257/0.0254          0.0257/0.0254          TSL       
349   5M   PEOPLEUSDT   SHORT  0.0064     N/A        0.0064     -0.3287    0.0152     10     0.0064/0.0064          0.0064/0.0064          0.0064/0.0064          SL        
751   5M   XTZUSDT      LONG   0.3549     N/A        0.3543     -0.0574    0.0119     10     0.3547/0.3546          0.3547/0.3538          0.3583/0.3538          SL        
744   5M   LIGHTUSDT    SHORT  0.1568     N/A        0.1580     -0.2342    0.0120     10     0.1576/0.1568          0.1596/0.1568          0.1596/0.1568          SL        
624   5M   STORJUSDT    SHORT  0.0915     N/A        0.0914     0.0279     0.0129     10     0.0916/0.0915          0.0916/0.0915          0.0917/0.0912          TSL       
741   5M   COAIUSDT     LONG   0.2652     N/A        0.2647     -0.0691    0.0120     10     0.2651/0.2650          0.2661/0.2647          0.2691/0.2647          SL        
717   15M  IDOLUSDT     SHORT  0.0238     N/A        0.0241     -0.3779    0.0120     10     0.0239/0.0238          0.0244/0.0238          0.0245/0.0238          SL        
759   5M   RVNUSDT      LONG   0.0057     N/A        0.0057     -0.1050    0.0116     10     0.0057/0.0057          0.0057/0.0057          0.0057/0.0057          SL        
719   5M   ZAMAUSDT     LONG   0.0232     0.0232     0.0232     0.0583     0.0120     10     0.0232/0.0232          0.0232/0.0232          0.0233/0.0232          TSL       
627   5M   ZKPUSDT      SHORT  0.0701     N/A        0.0702     -0.0768    0.0130     10     0.0701/0.0701          0.0701/0.0701          0.0701/0.0701          SL        
685   5M   XAUTUSDT     LONG   4495.4148  N/A        4491.3508  -0.0496    0.0180     10     4494.0000/4493.7000    4496.9000/4493.0000    4496.9000/4492.8000    SL        
720   5M   REDUSDT      SHORT  0.1079     N/A        0.1083     -0.1075    0.0120     10     0.1082/0.1081          0.1082/0.1081          0.1083/0.1081          SL        
729   5M   CHZUSDT      LONG   0.0382     0.0384     0.0383     0.1537     0.0121     10     0.0382/0.0381          0.0385/0.0381          0.0386/0.0381          TSL       
706   5M   SPACEUSDT    LONG   0.0057     N/A        0.0057     0.0211     0.0121     10     0.0058/0.0057          0.0058/0.0057          0.0058/0.0057          TSL       
730   5M   ORDIUSDT     SHORT  2.2079     N/A        2.2112     -0.0517    0.0121     10     2.2100/2.2100          2.2200/2.2100          2.2320/2.2100          SL        
618   5M   1MBABYDOGEUSDT SHORT  0.0004     N/A        0.0004     0.0133     0.0130     10     0.0004/0.0004          0.0004/0.0004          0.0004/0.0004          TSL       
614   5M   AAPLUSDT     LONG   247.4292   N/A        247.1053   -0.0485    0.0129     10     247.2700/247.1900      247.2700/247.1900      247.2700/247.1700      SL        
682   15M  AGLDUSDT     SHORT  0.2302     N/A        0.2349     -0.6223    0.0124     10     0.2322/0.2304          0.2350/0.2304          0.2350/0.2304          LIQ       
690   5M   XAIUSDT      SHORT  0.0091     N/A        0.0091     -0.0914    0.0122     10     0.0091/0.0091          0.0091/0.0091          0.0091/0.0091          SL        
725   5M   CARVUSDT     LONG   0.0541     N/A        0.0541     0.0065     0.0121     10     0.0541/0.0540          0.0541/0.0540          0.0542/0.0540          TSL       
341   5M   COPPERUSDT   SHORT  5.4573     N/A        5.4695     -0.0923    0.0151     10     5.4660/5.4660          5.4660/5.4630          5.4660/5.4630          SL        
742   5M   CUSDT        LONG   0.0823     N/A        0.0814     -0.3475    0.0120     10     0.0822/0.0813          0.0822/0.0813          0.0825/0.0811          SL        
700   5M   PROVEUSDT    LONG   0.2538     N/A        0.2518     -0.2501    0.0121     10     0.2539/0.2534          0.2544/0.2528          0.2544/0.2513          SL        
735   5M   KAIAUSDT     SHORT  0.0461     N/A        0.0462     -0.0570    0.0121     10     0.0462/0.0462          0.0462/0.0462          0.0463/0.0462          SL        
651   15M  POLUSDT      SHORT  0.0915     N/A        0.0919     -0.1435    0.0127     20     0.0917/0.0914          0.0919/0.0914          0.0932/0.0914          SL        
632   5M   XVGUSDT      SHORT  0.0045     0.0045     0.0045     0.0466     0.0127     10     0.0045/0.0045          0.0045/0.0045          0.0045/0.0045          TSL       
721   5M   ICPUSDT      LONG   2.2561     2.2620     2.2597     0.0604     0.0120     10     2.2530/2.2520          2.2620/2.2520          2.2670/2.2520          TSL       
686   5M   AMZNUSDT     LONG   198.6093   N/A        198.4502   -0.0298    0.0119     10     198.5500/198.5000      198.5500/198.5000      198.5900/198.3500      SL        
656   5M   RAYUSDT      SHORT  0.5622     N/A        0.5639     -0.0972    0.0125     10     0.5626/0.5626          0.5635/0.5626          0.5636/0.5626          SL        
738   5M   PHAUSDT      SHORT  0.0353     N/A        0.0356     -0.2729    0.0121     10     0.0355/0.0352          0.0358/0.0352          0.0361/0.0352          SL        
691   5M   GUSDT        SHORT  0.0035     N/A        0.0035     -0.1213    0.0122     10     0.0035/0.0035          0.0035/0.0034          0.0035/0.0034          SL        
138   5M   BANUSDT      LONG   0.0569     0.0572     0.0574     0.3283     0.0189     10     0.0569/0.0568          0.0569/0.0567          0.0569/0.0567          TSL       
670   5M   MSTRUSDT     LONG   125.8529   N/A        125.8664   -0.0028    0.0121     10     125.8400/125.7700      125.9300/125.7700      125.9600/125.7700      TSL       
739   15M  YBUSDT       SHORT  0.1072     N/A        0.1084     -0.3346    0.0121     10     0.1085/0.1075          0.1097/0.1075          0.1097/0.1075          SL        
727   5M   DYDXUSDT     SHORT  0.0949     N/A        0.0952     -0.1200    0.0121     10     0.0952/0.0950          0.0957/0.0950          0.0957/0.0949          SL        
723   10M  STXUSDT      SHORT  0.2233     N/A        0.2238     -0.0778    0.0120     10     0.2239/0.2235          0.2246/0.2235          0.2271/0.2235          SL        
740   5M   COPUSDT      LONG   133.9369   N/A        133.7466   -0.0499    0.0123     10     133.8600/133.7400      133.8700/133.7400      133.9000/133.7400      SL        
692   5M   YBUSDT       SHORT  0.1079     0.1073     0.1075     0.1465     0.0122     10     0.1081/0.1081          0.1081/0.1073          0.1085/0.1073          TSL       
660   5M   STEEMUSDT    SHORT  0.0573     0.0571     0.0572     0.0909     0.0125     10     0.0574/0.0572          0.0574/0.0572          0.0574/0.0571          TSL       
505   5M   COWUSDT      SHORT  0.1987     0.1972     0.1972     0.2689     0.0146     10     0.1989/0.1987          0.1989/0.1978          0.1989/0.1977          TSL       
709   5M   BANANAUSDT   LONG   3.2676     N/A        3.2607     -0.0702    0.0121     10     3.2650/3.2650          3.2650/3.2650          3.2650/3.2610          SL        
655   10M  XPLUSDT      SHORT  0.0892     N/A        0.0898     -0.2391    0.0127     20     0.0894/0.0892          0.0896/0.0892          0.0902/0.0892          SL        
713   10M  PNUTUSDT     SHORT  0.0385     N/A        0.0385     -0.0787    0.0120     10     0.0386/0.0385          0.0389/0.0385          0.0394/0.0385          SL        
664   20M  TSMUSDT      SHORT  324.0979   N/A        325.0325   -0.1000    0.0130     10     324.9300/324.2600      325.0000/324.2600      325.0100/324.2600      SL        
587   5M   JCTUSDT      LONG   0.0025     N/A        0.0025     0.0644     0.0131     10     0.0025/0.0025          0.0025/0.0025          0.0025/0.0025          TSL       
718   10M  KGENUSDT     SHORT  0.1945     N/A        0.1958     -0.2074    0.0120     10     0.1964/0.1949          0.1970/0.1949          0.1995/0.1949          SL        
689   5M   UAIUSDT      SHORT  0.2045     0.2024     0.1999     0.4888     0.0122     10     0.2052/0.2046          0.2052/0.2012          0.2052/0.1974          TSL       
652   10M  CATIUSDT     SHORT  0.0487     0.0483     0.0485     0.2250     0.0127     10     0.0488/0.0487          0.0488/0.0483          0.0489/0.0483          TSL       
677   15M  RIVERUSDT    LONG   14.9995    N/A        15.0807    0.1562     0.0120     10     15.1620/14.9220        15.2750/14.4250        15.2750/14.4250        TSL       
532   5M   C98USDT      LONG   0.0252     0.0252     0.0253     0.1627     0.0141     10     0.0252/0.0251          0.0253/0.0251          0.0254/0.0251          TSL       
588   20M  STGUSDT      SHORT  0.2393     N/A        0.2429     -0.5060    0.0131     20     0.2405/0.2381          0.2434/0.2381          0.2434/0.2381          SL        
667   5M   ONDOUSDT     LONG   0.2669     0.2686     0.2683     0.1762     0.0123     10     0.2666/0.2662          0.2675/0.2662          0.2691/0.2662          TSL       
683   5M   AEVOUSDT     LONG   0.0230     N/A        0.0229     -0.0790    0.0124     10     0.0230/0.0230          0.0230/0.0230          0.0230/0.0229          SL        
577   15M  BSBUSDT      LONG   0.1887     0.1931     0.1933     0.7831     0.0133     10     0.1899/0.1870          0.1938/0.1870          0.1958/0.1859          TSL       
671   10M  BSBUSDT      LONG   0.1905     0.1932     0.1939     0.4876     0.0123     10     0.1921/0.1902          0.1958/0.1873          0.1958/0.1859          TSL       
570   5M   STABLEUSDT   LONG   0.0259     N/A        0.0258     -0.1563    0.0134     10     0.0259/0.0259          0.0259/0.0259          0.0259/0.0259          SL        
703   5M   MSFTUSDT     LONG   357.2785   N/A        356.9543   -0.0316    0.0114     10     357.0900/357.0900      357.0900/356.7200      357.0900/356.7200      SL        
585   20M  MSFTUSDT     LONG   357.2685   N/A        356.7543   -0.0527    0.0129     20     357.0800/357.0800      357.1600/356.7200      357.3900/356.7200      SL        
584   15M  MSFTUSDT     LONG   357.2685   N/A        356.8343   -0.0455    0.0129     20     357.0800/357.0800      357.1600/356.9900      357.3700/356.7200      SL        
650   5M   DRIFTUSDT    SHORT  0.0657     N/A        0.0660     -0.1704    0.0127     10     0.0658/0.0657          0.0658/0.0657          0.0660/0.0657          SL        
669   5M   PUMPUSDT     LONG   0.0017     0.0017     0.0017     0.0714     0.0123     10     0.0017/0.0017          0.0017/0.0017          0.0017/0.0017          TSL       
711   25M  BIRBUSDT     SHORT  0.1421     N/A        0.1440     -0.4144    0.0121     50     0.1440/0.1422          0.1440/0.1421          0.1440/0.1381          SL        
681   5M   LUNCUSDT     LONG   0.0000     N/A        0.0000     -0.0843    0.0124     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
472   10M  RESOLVUSDT   LONG   0.0408     N/A        0.0404     -0.3978    0.0150     10     0.0407/0.0405          0.0409/0.0405          0.0409/0.0404          SL        
654   5M   MYXUSDT      LONG   0.2559     N/A        0.2549     -0.1369    0.0127     10     0.2558/0.2550          0.2559/0.2550          0.2561/0.2546          SL        
638   5M   LINEAUSDT    SHORT  0.0030     0.0030     0.0030     0.0964     0.0127     10     0.0030/0.0030          0.0030/0.0030          0.0030/0.0030          TSL       
699   5M   RESOLVUSDT   SHORT  0.0405     0.0404     0.0404     0.0694     0.0121     10     0.0406/0.0404          0.0406/0.0401          0.0406/0.0401          TSL       
710   10M  OPENUSDT     SHORT  0.1662     N/A        0.1667     -0.0965    0.0120     10     0.1675/0.1664          0.1690/0.1664          0.1698/0.1664          SL        
639   5M   AZTECUSDT    SHORT  0.0187     0.0186     0.0187     0.0386     0.0127     10     0.0187/0.0186          0.0187/0.0186          0.0187/0.0186          TSL       
712   5M   XPTUSDT      LONG   1871.4252  N/A        1869.1031  -0.0431    0.0120     10     1872.7400/1868.6500    1872.7400/1868.6500    1872.7400/1868.6500    SL        
707   15M  CLUSDT       SHORT  99.6781    N/A        99.9950    -0.1011    0.0120     10     99.9900/99.5820        99.9900/99.5210        99.9900/98.8190        SL        
523   5M   MERLUSDT     LONG   0.0250     0.0253     0.0252     0.3007     0.0142     10     0.0250/0.0250          0.0250/0.0249          0.0250/0.0249          TSL       
592   5M   REZUSDT      LONG   0.0033     0.0033     0.0033     0.1228     0.0131     10     0.0033/0.0033          0.0033/0.0033          0.0033/0.0033          TSL       
675   5M   MONUSDT      LONG   0.0222     N/A        0.0222     0.0070     0.0124     10     0.0222/0.0221          0.0222/0.0221          0.0222/0.0221          TSL       
555   5M   KATUSDT      LONG   0.0115     0.0117     0.0117     0.3880     0.0137     10     0.0115/0.0115          0.0116/0.0115          0.0116/0.0115          TSL       
674   5M   ATHUSDT      LONG   0.0071     N/A        0.0071     -0.1645    0.0124     10     0.0071/0.0071          0.0071/0.0071          0.0071/0.0071          SL        
665   5M   DOGEUSDT     LONG   0.0914     N/A        0.0914     0.0009     0.0123     10     0.0914/0.0913          0.0915/0.0913          0.0915/0.0912          TSL       
449   10M  PENDLEUSDT   LONG   1.1686     N/A        1.1632     -0.1802    0.0150     10     1.1696/1.1657          1.1696/1.1634          1.1696/1.1634          SL        
661   15M  BIOUSDT      SHORT  0.0161     N/A        0.0162     -0.1607    0.0125     10     0.0162/0.0161          0.0162/0.0161          0.0165/0.0161          SL        
641   5M   GLMUSDT      SHORT  0.1291     N/A        0.1298     -0.1731    0.0127     10     0.1294/0.1293          0.1294/0.1292          0.1300/0.1292          SL        
673   5M   POWRUSDT     SHORT  0.0598     N/A        0.0599     -0.0717    0.0124     10     0.0599/0.0598          0.0599/0.0597          0.0599/0.0597          SL        
668   5M   RENDERUSDT   LONG   1.6898     1.6950     1.6930     0.0732     0.0123     10     1.6890/1.6880          1.6970/1.6790          1.6970/1.6740          TSL       
630   5M   KNCUSDT      SHORT  0.1499     N/A        0.1506     -0.1527    0.0127     10     0.1503/0.1501          0.1504/0.1496          0.1528/0.1496          SL        
678   5M   BEATUSDT     SHORT  0.4975     N/A        0.5041     -0.4172    0.0125     10     0.5054/0.4950          0.5091/0.4950          0.5095/0.4950          SL        
619   5M   MUBARAKUSDT  SHORT  0.0112     0.0111     0.0111     0.0967     0.0130     10     0.0112/0.0112          0.0112/0.0111          0.0112/0.0111          TSL       
659   5M   KSMUSDT      SHORT  4.0790     N/A        4.0884     -0.0791    0.0126     10     4.0820/4.0820          4.0900/4.0820          4.0900/4.0820          SL        
657   5M   CARVUSDT     SHORT  0.0539     N/A        0.0540     -0.0540    0.0125     10     0.0540/0.0540          0.0540/0.0540          0.0541/0.0539          SL        
583   5M   AIXBTUSDT    SHORT  0.0236     0.0235     0.0234     0.1768     0.0131     10     0.0237/0.0236          0.0237/0.0235          0.0237/0.0233          TSL       
502   5M   NEOUSDT      SHORT  2.6127     2.5960     2.6021     0.1867     0.0145     10     2.6150/2.6130          2.6150/2.6090          2.6150/2.6090          TSL       
637   5M   INITUSDT     LONG   0.0802     N/A        0.0798     -0.1837    0.0127     10     0.0800/0.0799          0.0800/0.0799          0.0800/0.0790          SL        
658   5M   ZECUSDT      SHORT  218.2908   N/A        219.4819   -0.1767    0.0125     10     218.8900/218.3200      219.9000/218.3200      220.9000/218.3200      SL        
633   5M   GASUSDT      SHORT  1.5672     N/A        1.5649     0.0405     0.0127     10     1.5690/1.5590          1.5690/1.5590          1.5690/1.5590          TSL       
560   10M  QUSDT        LONG   0.0088     N/A        0.0087     -0.6831    0.0137     10     0.0088/0.0087          0.0088/0.0087          0.0088/0.0085          LIQ       
635   5M   THEUSDT      LONG   0.1082     N/A        0.1076     -0.1723    0.0127     10     0.1078/0.1077          0.1079/0.1077          0.1079/0.1065          SL        
663   5M   LITUSDT      SHORT  0.8626     N/A        0.8651     -0.0969    0.0124     10     0.8640/0.8640          0.8670/0.8640          0.8730/0.8640          SL        
613   10M  CUSDT        LONG   0.0813     N/A        0.0816     0.1263     0.0130     10     0.0820/0.0806          0.0824/0.0806          0.0824/0.0806          TSL       
512   5M   GRIFFAINUSDT SHORT  0.0103     N/A        0.0103     -0.1679    0.0143     10     0.0103/0.0103          0.0103/0.0103          0.0103/0.0103          SL        
575   10M  IRYSUSDT     SHORT  0.0200     0.0198     0.0199     0.2909     0.0133     10     0.0201/0.0198          0.0201/0.0198          0.0201/0.0198          TSL       
571   5M   IRYSUSDT     SHORT  0.0200     0.0198     0.0199     0.2855     0.0134     10     0.0201/0.0200          0.0201/0.0198          0.0201/0.0198          TSL       
514   5M   BRUSDT       SHORT  0.1208     0.1183     0.1175     0.8658     0.0143     30     0.1232/0.1209          0.1233/0.1201          0.1233/0.1197          TSL       
631   10M  APEUSDT      SHORT  0.0859     N/A        0.0858     0.0190     0.0127     10     0.0860/0.0856          0.0860/0.0856          0.0862/0.0856          TSL       
628   10M  NVDAUSDT     SHORT  166.6566   N/A        166.8167   -0.0368    0.0127     10     166.7600/166.7000      166.8800/166.7000      166.9400/166.7000      SL        
622   5M   BRETTUSDT    SHORT  0.0061     0.0061     0.0061     0.1574     0.0129     10     0.0061/0.0061          0.0061/0.0061          0.0061/0.0061          TSL       
