=== FINAL SESSION METRICS ===
Timestamp: 2026-03-24 01:43:35
Session Duration: 04:26:13
Total Orders: 2100
Total Trades: 201
Total Fees: 4.4623 USDT
Final Balance: 83.40 USDT
Overall Win Rate: 53.2%
Average TPM: 0.76

=== ACTIVE ASSET LIST ===
BTCUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
58    10M  APRUSDT      SHORT  0.1346     N/A        0.1374     -0.9942    0.0199     30     0.1348/0.1330          0.1349/0.1329          0.1377/0.1329          LIQ       
31    15M  ICPUSDT      SHORT  2.3693     N/A        2.3872     -0.3884    0.0200     20     2.3800/2.3690          2.3800/2.3690          2.3800/2.3690          SL        
70    10M  ETHFIUSDT    SHORT  0.5143     N/A        0.5168     -0.2432    0.0197     20     0.5147/0.5142          0.5171/0.5142          0.5171/0.5140          SL        
38    15M  EWYUSDT      SHORT  127.4165   N/A        128.3728   -0.3930    0.0204     30     127.5400/127.4300      127.8900/127.4300      128.1600/127.4300      SL        
33    15M  KAITOUSDT    LONG   0.4036     N/A        0.4056     0.2424     0.0201     20     0.4044/0.4028          0.4046/0.4002          0.4046/0.4002          TSL       
17    15M  MYXUSDT      LONG   0.3187     N/A        0.3200     0.1864     0.0201     20     0.3179/0.3171          0.3185/0.3168          0.3190/0.3168          TSL       
54    15M  BASUSDT      LONG   0.0100     N/A        0.0101     0.4632     0.0199     60     0.0100/0.0100          0.0101/0.0100          0.0102/0.0098          TSL       
62    10M  BASUSDT      LONG   0.0101     N/A        0.0101     0.2381     0.0197     20     0.0101/0.0100          0.0102/0.0100          0.0102/0.0096          TSL       
61    15M  PIPPINUSDT   LONG   0.0846     N/A        0.0829     -0.9947    0.0199     20     0.0849/0.0842          0.0853/0.0811          0.0853/0.0804          LIQ       
57    15M  RESOLVUSDT   SHORT  0.0496     N/A        0.0501     -0.5175    0.0199     20     0.0496/0.0495          0.0502/0.0495          0.0502/0.0495          SL        
59    10M  LYNUSDT      LONG   0.0677     N/A        0.0686     0.6771     0.0199     20     0.0697/0.0674          0.0697/0.0674          0.0697/0.0674          TSL       
60    15M  LYNUSDT      LONG   0.0678     N/A        0.0687     0.6807     0.0199     30     0.0697/0.0685          0.0697/0.0674          0.0697/0.0674          TSL       
50    15M  TRIAUSDT     SHORT  0.0395     N/A        0.0402     -0.9830    0.0199     20     0.0396/0.0393          0.0406/0.0393          0.0406/0.0393          SL        
46    15M  MSFTUSDT     SHORT  380.8079   N/A        381.8782   -0.1493    0.0198     40     381.7600/381.4500      381.9800/381.4500      381.9800/381.4500      SL        
45    10M  MSFTUSDT     SHORT  380.8079   N/A        381.8782   -0.1493    0.0198     40     381.7600/381.4500      381.9800/381.4500      381.9800/381.4500      SL        
25    15M  MERLUSDT     LONG   0.0292     N/A        0.0276     -0.9957    0.0199     20     0.0278/0.0278          0.0278/0.0277          0.0278/0.0276          SL        
30    15M  ARCUSDT      SHORT  0.0475     N/A        0.0481     -0.7023    0.0199     20     0.0478/0.0476          0.0480/0.0476          0.0481/0.0476          SL        
13    10M  SIGNUSDT     LONG   0.0556     N/A        0.0558     0.1794     0.0200     20     0.0555/0.0554          0.0558/0.0554          0.0561/0.0554          TSL       
4     10M  UBUSDT       SHORT  0.0336     N/A        0.0333     0.4614     0.0200     20     0.0337/0.0334          0.0339/0.0334          0.0339/0.0329          TSL       
34    15M  LYNUSDT      LONG   0.0647     0.0663     0.0662     1.2251     0.0202     20     0.0650/0.0644          0.0671/0.0644          0.0697/0.0644          TSL       
2     10M  HUMAUSDT     LONG   0.0177     N/A        0.0174     -0.6352    0.0200     40     0.0177/0.0176          0.0177/0.0175          0.0178/0.0175          SL        
32    10M  ENSOUSDT     LONG   1.1385     N/A        1.1322     -0.2888    0.0200     20     1.1377/1.1355          1.1377/1.1305          1.1377/1.1305          SL        
36    15M  SIGNUSDT     LONG   0.0557     N/A        0.0559     0.1555     0.0202     30     0.0561/0.0556          0.0561/0.0556          0.0561/0.0555          TSL       
12    10M  C98USDT      LONG   0.0292     N/A        0.0288     -0.7310    0.0200     30     0.0291/0.0290          0.0291/0.0290          0.0291/0.0285          SL        
16    15M  ZKUSDT       LONG   0.0186     N/A        0.0186     0.1172     0.0201     40     0.0186/0.0185          0.0187/0.0185          0.0187/0.0185          TSL       
19    10M  BASUSDT      SHORT  0.0099     0.0097     0.0098     0.9019     0.0201     30     0.0100/0.0099          0.0100/0.0097          0.0100/0.0097          TSL       
15    15M  GALAUSDT     LONG   0.0032     N/A        0.0032     0.1093     0.0201     20     0.0032/0.0032          0.0032/0.0032          0.0032/0.0032          TSL       
22    10M  AMZNUSDT     LONG   208.9464   N/A        208.3992   -0.1413    0.0200     20     208.8200/208.7700      208.8200/208.3800      208.8200/208.3800      SL        
9     10M  XAGUSDT      LONG   67.6200    N/A        67.8582    0.1663     0.0200     30     67.8700/67.5700        68.1900/67.4000        68.1900/67.1600        TSL       
20    15M  BANANAS31USDT LONG   0.0152     N/A        0.0153     0.3278     0.0201     20     0.0154/0.0152          0.0154/0.0151          0.0154/0.0150          TSL       
11    10M  4USDT        LONG   0.0105     N/A        0.0102     -1.0024    0.0200     20     0.0106/0.0104          0.0106/0.0102          0.0106/0.0101          LIQ       
6     10M  FILUSDT      SHORT  0.9214     0.9156     0.9171     0.2690     0.0200     20     0.9217/0.9202          0.9246/0.9151          0.9246/0.9151          TSL       
8     10M  GALAUSDT     LONG   0.0032     N/A        0.0032     0.0732     0.0200     30     0.0032/0.0032          0.0032/0.0032          0.0032/0.0032          TSL       
5     10M  XAGUSDT      LONG   67.2400    N/A        67.4233    0.1257     0.0199     30     67.6800/67.2400        67.8700/67.2400        68.1900/67.2400        TSL       
3     10M  FETUSDT      LONG   0.2374     N/A        0.2380     0.1116     0.0200     30     0.2390/0.2366          0.2390/0.2353          0.2390/0.2349          TSL       
